#Variables:
#tasmax_GFDL-ESM2M_rcp85(K):Daily Maximum Near-Surface Air Temperature
#tasmin_GFDL-ESM2M_rcp85(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 47.6044 Latitude, -122.3139 Longitude (closest value to Latitude:47.6062, Longitude:-122.3321) "
2012-08-11,298.833984,285.140778
2012-08-12,300.937592,287.100952
2012-08-13,303.929138,289.783875
2012-08-14,303.231049,291.467651
2012-08-15,302.477997,289.076355
2012-08-16,297.710541,288.101318
2012-08-17,301.850494,287.030273
2012-08-18,304.229126,290.069885
2012-08-19,304.776337,289.888123
2012-08-20,302.601227,287.771545
2012-08-21,297.589844,285.079895
2012-08-22,298.104340,285.516449
2012-08-23,299.674591,286.566742
2012-08-24,302.994110,289.162476
2012-08-25,303.017761,289.880798
2012-08-26,301.156921,288.128632
2012-08-27,298.427338,287.869995
2012-08-28,299.774078,287.373230
2012-08-29,297.276062,287.752045
2012-08-30,295.929901,286.209473
2012-08-31,298.002350,287.016266
2012-09-01,297.955170,287.821320
2012-09-02,296.819214,286.632965
2012-09-03,297.962433,287.013763
2012-09-04,298.451202,289.105804
2012-09-05,297.822723,286.574585
2012-09-06,295.109375,286.611420
2012-09-07,292.698639,284.838104
2012-09-08,294.948639,286.344299
2012-09-09,295.711487,286.732361
2012-09-10,295.140747,284.725037
2012-09-11,296.324646,285.619232
2012-09-12,296.998505,285.749512
2012-09-13,298.819794,285.725159
2012-09-14,297.863831,284.410034
2012-09-15,299.643555,284.840027
2012-09-16,300.075592,286.765411
2012-09-17,300.936401,287.047150
2012-09-18,301.869415,287.708069
2012-09-19,301.411774,289.139435
2012-09-20,301.004883,286.484863
2012-09-21,301.045410,285.830017
2012-09-22,300.577576,286.038208
2012-09-23,299.759064,284.759186
2012-09-24,293.395538,285.903412
2012-09-25,292.273682,283.805481
2012-09-26,294.196350,280.687378
2012-09-27,298.071411,282.916138
2012-09-28,297.122345,283.094086
2012-09-29,295.152222,284.475891
2012-09-30,294.191528,282.884705
2012-10-01,295.388763,283.914459
2012-10-02,293.940308,282.580017
2012-10-03,289.267700,281.756531
2012-10-04,287.160706,282.577759
2012-10-05,292.778839,283.641571
2012-10-06,293.841156,283.089081
2012-10-07,294.103851,284.391968
2012-10-08,290.474670,284.079895
2012-10-09,291.713623,283.445526
2012-10-10,286.783569,281.473785
2012-10-11,286.330566,279.174591
2012-10-12,289.020844,282.521210
2012-10-13,288.251740,277.515503
2012-10-14,287.359680,281.338226
2012-10-15,287.017609,277.243835
2012-10-16,286.841187,277.011780
2012-10-17,287.133453,281.701660
2012-10-18,286.530884,277.473450
2012-10-19,283.607178,277.579468
2012-10-20,285.446594,278.949982
2012-10-21,285.170624,277.520508
2012-10-22,285.615356,276.803925
2012-10-23,284.551605,276.309479
2012-10-24,282.899017,277.821503
2012-10-25,286.091980,278.109924
2012-10-26,286.606812,279.568542
2012-10-27,287.541321,281.222229
2012-10-28,285.857880,280.542877
2012-10-29,286.159027,281.549652
2012-10-30,285.752838,281.563354
2012-10-31,284.430817,277.462677
2012-11-01,282.696777,279.461884
2012-11-02,283.915985,280.111908
2012-11-03,284.567261,279.963287
2012-11-04,285.286560,279.626251
2012-11-05,285.190186,279.385345
2012-11-06,285.381470,275.678009
2012-11-07,282.659546,272.966003
2012-11-08,283.379333,274.764832
2012-11-09,286.628662,276.555420
2012-11-10,286.194641,279.993835
2012-11-11,286.161041,281.243683
2012-11-12,284.766541,279.015381
2012-11-13,281.759857,276.003235
2012-11-14,281.919128,279.714355
2012-11-15,281.780640,279.402954
2012-11-16,282.188263,277.627197
2012-11-17,281.328949,276.738342
2012-11-18,281.342163,274.428802
2012-11-19,279.699341,271.614990
2012-11-20,280.688446,273.742462
2012-11-21,283.214172,275.926147
2012-11-22,282.402008,278.213593
2012-11-23,285.108795,278.143921
2012-11-24,287.325958,280.306244
2012-11-25,287.270233,280.120300
2012-11-26,285.762146,281.676758
2012-11-27,284.278381,278.526367
2012-11-28,282.083252,274.964752
2012-11-29,281.388153,274.811371
2012-11-30,281.403442,272.559906
2012-12-01,275.255920,266.703400
2012-12-02,271.983551,264.940369
2012-12-03,273.919281,267.153046
2012-12-04,278.015259,271.340912
2012-12-05,278.286316,275.870117
2012-12-06,278.918884,275.765533
2012-12-07,279.866577,273.731476
2012-12-08,278.152344,273.921631
2012-12-09,278.360596,273.490936
2012-12-10,279.688873,271.443085
2012-12-11,275.591644,275.591644
2012-12-12,280.792023,273.940582
2012-12-13,277.026062,272.007660
2012-12-14,276.955109,271.948517
2012-12-15,278.716980,273.485077
2012-12-16,278.602020,272.855225
2012-12-17,281.084412,275.016846
2012-12-18,279.736877,274.576355
2012-12-19,278.770905,271.951569
2012-12-20,273.238708,263.790466
2012-12-21,268.170929,263.555756
2012-12-22,269.298187,263.610016
2012-12-23,271.362671,264.175568
2012-12-24,271.427338,263.728180
2012-12-25,276.625000,266.221375
2012-12-26,279.656677,272.358154
2012-12-27,279.664001,274.917877
2012-12-28,276.271301,272.680267
2012-12-29,280.219360,274.863464
2012-12-30,281.260681,275.462585
2012-12-31,278.920044,275.056702
2013-01-01,282.765747,275.869965
2013-01-02,280.890594,278.337128
2013-01-03,281.735809,277.880524
2013-01-04,281.342102,274.822754
2013-01-05,279.091431,273.828186
2013-01-06,279.103729,273.030914
2013-01-07,280.614044,273.798889
2013-01-08,279.464813,276.937775
2013-01-09,279.969391,273.441956
2013-01-10,279.782562,276.679474
2013-01-11,278.483215,274.639832
2013-01-12,280.152588,273.417999
2013-01-13,280.511902,274.593323
2013-01-14,279.447021,275.653687
2013-01-15,280.021240,277.316162
2013-01-16,280.335663,272.831146
2013-01-17,278.590851,273.725861
2013-01-18,279.773529,274.784119
2013-01-19,279.360504,272.636566
2013-01-20,277.742554,271.421967
2013-01-21,277.986603,271.114471
2013-01-22,278.074402,271.971832
2013-01-23,279.173309,274.385284
2013-01-24,277.590790,266.612854
2013-01-25,269.932556,262.421814
2013-01-26,275.799957,265.047821
2013-01-27,277.799225,271.021606
2013-01-28,278.003845,268.032043
2013-01-29,275.844238,268.053223
2013-01-30,277.446655,264.588043
2013-01-31,279.015839,272.823914
2013-02-01,280.298309,272.178894
2013-02-02,280.174316,272.482391
2013-02-03,280.958649,274.161407
2013-02-04,281.843628,273.270538
2013-02-05,280.565491,273.485535
2013-02-06,281.852448,273.592651
2013-02-07,280.214142,271.302399
2013-02-08,281.350525,276.681885
2013-02-09,281.575867,273.187134
2013-02-10,282.655304,275.408722
2013-02-11,281.778229,277.240875
2013-02-12,282.938416,275.634644
2013-02-13,283.129730,275.274628
2013-02-14,282.404663,275.358887
2013-02-15,281.626801,272.895203
2013-02-16,283.653076,276.417450
2013-02-17,285.040924,276.751801
2013-02-18,286.022949,278.249512
2013-02-19,286.318726,279.090912
2013-02-20,285.946716,279.429688
2013-02-21,285.813141,277.805084
2013-02-22,284.179016,277.632599
2013-02-23,282.903412,274.417694
2013-02-24,282.852936,273.476562
2013-02-25,282.540070,277.681244
2013-02-26,280.067871,278.825836
2013-02-27,282.529175,276.728119
2013-02-28,282.075714,273.899719
2013-03-01,281.188324,273.477142
2013-03-02,282.194672,273.670349
2013-03-03,282.950714,273.952820
2013-03-04,285.198334,274.601227
2013-03-05,287.824036,277.298309
2013-03-06,287.718048,279.725037
2013-03-07,287.180603,278.767883
2013-03-08,286.600342,278.596252
2013-03-09,286.762085,279.794098
2013-03-10,285.554718,278.883942
2013-03-11,285.600250,277.902100
2013-03-12,285.851532,277.904846
2013-03-13,284.755341,276.946533
2013-03-14,285.457123,276.973145
2013-03-15,283.301514,278.482452
2013-03-16,284.270691,276.964050
2013-03-17,284.751709,276.977325
2013-03-18,288.113007,278.115845
2013-03-19,285.749603,279.581482
2013-03-20,285.219421,276.738800
2013-03-21,284.372223,275.856842
2013-03-22,284.864929,274.834503
2013-03-23,284.700928,274.670441
2013-03-24,285.488159,274.694336
2013-03-25,285.468964,275.169434
2013-03-26,283.219482,276.599762
2013-03-27,285.242859,278.007080
2013-03-28,286.424408,278.114014
2013-03-29,286.090118,278.108307
2013-03-30,286.841400,277.649750
2013-03-31,285.473572,277.863739
2013-04-01,284.649139,277.104492
2013-04-02,285.011658,277.044861
2013-04-03,284.239319,277.032654
2013-04-04,284.099548,277.251556
2013-04-05,282.698761,275.520294
2013-04-06,284.451599,280.386902
2013-04-07,285.033844,280.650909
2013-04-08,285.137726,280.409546
2013-04-09,285.101929,277.154297
2013-04-10,282.776428,277.416382
2013-04-11,283.325470,276.948029
2013-04-12,283.798553,275.622009
2013-04-13,286.211029,276.650360
2013-04-14,288.352661,278.449341
2013-04-15,288.235443,280.129059
2013-04-16,286.722412,279.015411
2013-04-17,288.449310,279.173370
2013-04-18,293.656860,280.481415
2013-04-19,292.606110,282.913513
2013-04-20,288.638062,278.595428
2013-04-21,291.498352,279.511444
2013-04-22,291.530548,283.504486
2013-04-23,287.205139,281.981567
2013-04-24,293.693359,281.609314
2013-04-25,292.602783,283.157990
2013-04-26,291.007721,280.862488
2013-04-27,286.313049,280.647491
2013-04-28,287.573456,278.189575
2013-04-29,290.193359,280.339722
2013-04-30,291.144745,282.409882
2013-05-01,286.643799,280.355133
2013-05-02,286.872162,279.404144
2013-05-03,286.500427,279.057465
2013-05-04,284.720734,278.869415
2013-05-05,286.464478,280.436218
2013-05-06,285.380859,279.837250
2013-05-07,286.835754,278.290527
2013-05-08,288.722595,277.245422
2013-05-09,287.585541,281.524811
2013-05-10,288.227112,281.386780
2013-05-11,288.028015,279.839539
2013-05-12,287.279572,281.770325
2013-05-13,289.116699,280.402771
2013-05-14,291.944366,280.642059
2013-05-15,294.429291,283.002960
2013-05-16,293.343964,284.084564
2013-05-17,293.152313,283.954163
2013-05-18,295.011810,284.589600
2013-05-19,297.585205,287.774292
2013-05-20,298.788971,288.643127
2013-05-21,295.553040,287.401428
2013-05-22,295.965668,285.799530
2013-05-23,292.022827,283.058411
2013-05-24,295.286865,284.494080
2013-05-25,296.253387,286.693115
2013-05-26,294.049713,286.086731
2013-05-27,287.900482,282.470306
2013-05-28,292.300293,282.989075
2013-05-29,296.329498,283.926697
2013-05-30,292.560913,285.208221
2013-05-31,292.373871,282.794434
2013-06-01,289.322845,283.252014
2013-06-02,289.368896,283.149780
2013-06-03,288.649384,281.033264
2013-06-04,287.921356,279.177368
2013-06-05,289.351593,280.398773
2013-06-06,290.560516,281.350098
2013-06-07,291.784088,282.311432
2013-06-08,286.908356,282.105408
2013-06-09,289.515137,284.822449
2013-06-10,287.662781,281.554260
2013-06-11,286.538879,280.580780
2013-06-12,287.365234,281.510254
2013-06-13,291.136383,283.246857
2013-06-14,291.024841,285.225159
2013-06-15,290.614410,284.310425
2013-06-16,290.852234,279.644653
2013-06-17,290.747833,279.994415
2013-06-18,291.142120,283.440704
2013-06-19,289.402466,281.356018
2013-06-20,290.610840,279.540924
2013-06-21,292.594238,280.021393
2013-06-22,295.570007,283.310730
2013-06-23,300.119873,286.079834
2013-06-24,300.299011,288.481537
2013-06-25,298.489929,285.305939
2013-06-26,295.855255,285.871185
2013-06-27,295.304688,284.560394
2013-06-28,294.033508,283.503052
2013-06-29,296.229126,285.948212
2013-06-30,298.027008,287.389435
2013-07-01,298.759827,287.186462
2013-07-02,298.392578,287.616943
2013-07-03,297.893616,286.903595
2013-07-04,293.437866,285.386200
2013-07-05,289.820374,283.231964
2013-07-06,290.077972,284.376617
2013-07-07,290.245605,284.407562
2013-07-08,291.255035,282.887726
2013-07-09,291.685059,282.750580
2013-07-10,292.252136,284.544159
2013-07-11,294.853577,285.434784
2013-07-12,295.966858,287.266785
2013-07-13,295.177704,287.207581
2013-07-14,293.838531,285.318542
2013-07-15,296.849182,284.918243
2013-07-16,298.798737,286.421448
2013-07-17,298.946625,288.713684
2013-07-18,295.072601,285.992676
2013-07-19,289.538361,283.670380
2013-07-20,296.256500,284.762604
2013-07-21,301.197388,287.044525
2013-07-22,301.723389,288.869965
2013-07-23,299.549377,287.172058
2013-07-24,300.032745,288.059326
2013-07-25,300.437653,288.249481
2013-07-26,302.176971,289.437683
2013-07-27,302.019165,290.276031
2013-07-28,299.555328,288.183044
2013-07-29,299.329224,288.304840
2013-07-30,298.302979,287.335449
2013-07-31,298.362213,286.706818
2013-08-01,297.285858,288.302490
2013-08-02,293.973969,287.322906
2013-08-03,294.547546,285.405701
2013-08-04,297.415985,284.689728
2013-08-05,298.315582,285.149933
2013-08-06,299.610077,287.181793
2013-08-07,300.327942,289.196991
2013-08-08,299.457153,288.551056
2013-08-09,297.429810,287.557800
2013-08-10,297.433167,287.176331
2013-08-11,297.795502,286.084137
2013-08-12,298.258667,287.465332
2013-08-13,298.908386,285.619507
2013-08-14,299.292664,287.021576
2013-08-15,299.364990,286.558075
2013-08-16,299.557495,287.480438
2013-08-17,299.312653,287.936584
2013-08-18,299.544128,287.000214
2013-08-19,302.462494,287.571716
2013-08-20,302.691467,289.821686
2013-08-21,302.097382,286.580933
2013-08-22,298.445740,284.636078
2013-08-23,298.381989,284.955475
2013-08-24,300.242859,286.081757
2013-08-25,300.456665,286.886169
2013-08-26,300.352142,287.282227
2013-08-27,298.811676,285.512207
2013-08-28,298.113281,287.012238
2013-08-29,294.439453,286.097931
2013-08-30,295.458557,283.796387
2013-08-31,297.182159,285.501648
2013-09-01,297.754883,286.146118
2013-09-02,299.258270,286.531494
2013-09-03,301.325897,287.157135
2013-09-04,301.907837,287.050354
2013-09-05,298.853424,289.168091
2013-09-06,296.468964,285.561981
2013-09-07,295.140778,286.602997
2013-09-08,294.209167,282.828156
2013-09-09,297.088501,284.885468
2013-09-10,298.385071,289.058594
2013-09-11,298.852570,287.301666
2013-09-12,298.831177,286.461517
2013-09-13,303.148560,288.045929
2013-09-14,303.585571,289.005981
2013-09-15,304.466156,289.738007
2013-09-16,300.852997,286.275238
2013-09-17,301.010010,290.013794
2013-09-18,302.724091,287.958984
2013-09-19,301.887268,290.513184
2013-09-20,296.208710,286.849701
2013-09-21,297.226440,288.330688
2013-09-22,299.712646,289.683899
2013-09-23,299.335999,290.968658
2013-09-24,297.234192,291.512726
2013-09-25,295.010651,287.829926
2013-09-26,294.792389,287.821228
2013-09-27,293.394897,285.516907
2013-09-28,290.732330,282.141724
2013-09-29,290.177856,283.389862
2013-09-30,290.923828,282.183777
2013-10-01,287.393372,283.546844
2013-10-02,290.494598,284.376221
2013-10-03,293.028503,284.656616
2013-10-04,292.146637,284.911896
2013-10-05,293.459045,286.152710
2013-10-06,295.637146,285.581635
2013-10-07,295.251434,285.735474
2013-10-08,293.741272,282.266144
2013-10-09,294.138153,284.901611
2013-10-10,291.777222,283.517975
2013-10-11,289.051910,282.110779
2013-10-12,287.904541,280.643616
2013-10-13,286.750122,279.142670
2013-10-14,285.519104,278.378876
2013-10-15,285.248566,280.671448
2013-10-16,286.584320,278.293671
2013-10-17,286.413666,277.512421
2013-10-18,286.891998,276.708252
2013-10-19,287.793304,276.887421
2013-10-20,288.643616,278.036835
2013-10-21,289.021790,278.023865
2013-10-22,289.474274,279.846802
2013-10-23,288.726318,279.321106
2013-10-24,289.107300,276.807404
2013-10-25,284.619171,275.289490
2013-10-26,283.656708,275.154907
2013-10-27,286.615387,277.156067
2013-10-28,287.446869,282.463257
2013-10-29,288.386566,284.358795
2013-10-30,289.073151,286.808716
2013-10-31,287.522430,285.456848
2013-11-01,288.762604,286.635132
2013-11-02,286.968781,278.627655
2013-11-03,288.409149,280.321075
2013-11-04,289.898590,280.497772
2013-11-05,291.031342,283.820160
2013-11-06,288.083801,279.931091
2013-11-07,287.662140,280.146820
2013-11-08,285.956787,277.429077
2013-11-09,284.043335,279.297302
2013-11-10,284.112152,278.816956
2013-11-11,283.222992,273.559570
2013-11-12,280.949432,272.068756
2013-11-13,280.547852,275.825867
2013-11-14,281.508362,276.092316
2013-11-15,280.139984,271.311035
2013-11-16,282.200714,276.651642
2013-11-17,281.800659,277.658691
2013-11-18,282.389862,279.850677
2013-11-19,283.321716,280.306854
2013-11-20,282.795715,276.195160
2013-11-21,283.325958,275.720917
2013-11-22,283.920197,280.027618
2013-11-23,283.992157,279.348450
2013-11-24,282.414764,278.207031
2013-11-25,281.743622,276.268127
2013-11-26,279.194733,276.839600
2013-11-27,280.038757,273.580841
2013-11-28,280.242035,275.920441
2013-11-29,279.925537,271.920074
2013-11-30,273.773743,263.817139
2013-12-01,277.707153,273.567078
2013-12-02,278.913483,275.162994
2013-12-03,278.152313,272.138123
2013-12-04,274.814178,268.068665
2013-12-05,279.812958,272.324188
2013-12-06,280.863342,276.451874
2013-12-07,280.562622,276.308990
2013-12-08,282.011383,272.140320
2013-12-09,279.216675,270.199402
2013-12-10,278.211578,270.995941
2013-12-11,280.108307,271.452637
2013-12-12,281.340088,274.012939
2013-12-13,282.345764,275.319519
2013-12-14,280.906799,277.779358
2013-12-15,277.802521,270.816223
2013-12-16,275.613495,270.441162
2013-12-17,270.705994,261.549286
2013-12-18,268.123016,262.410736
2013-12-19,272.098938,266.298828
2013-12-20,271.557892,267.565216
2013-12-21,270.132294,263.450104
2013-12-22,268.416840,263.301117
2013-12-23,275.857452,266.763824
2013-12-24,275.465485,272.722198
2013-12-25,274.661224,271.474701
2013-12-26,274.649231,268.195465
2013-12-27,272.755890,266.185791
2013-12-28,273.218567,263.579651
2013-12-29,277.342682,271.626648
2013-12-30,276.984283,269.139252
2013-12-31,270.760437,263.381531
2014-01-01,277.574799,271.691193
2014-01-02,275.933441,273.148682
2014-01-03,274.427643,273.142059
2014-01-04,277.928650,272.007751
2014-01-05,281.673248,273.526245
2014-01-06,282.062134,276.581970
2014-01-07,281.692902,275.795898
2014-01-08,280.731110,276.699432
2014-01-09,282.290924,278.459717
2014-01-10,281.106750,277.638000
2014-01-11,279.763397,273.782501
2014-01-12,277.402588,273.224487
2014-01-13,279.134308,273.038116
2014-01-14,277.820740,273.518372
2014-01-15,280.069794,276.424316
2014-01-16,279.647949,272.946259
2014-01-17,277.373474,271.203003
2014-01-18,277.557770,271.119110
2014-01-19,277.826080,271.150024
2014-01-20,277.587250,271.152496
2014-01-21,277.888367,271.131134
2014-01-22,277.657562,271.866638
2014-01-23,278.148651,271.625519
2014-01-24,279.341644,273.545807
2014-01-25,279.392609,272.632690
2014-01-26,278.981323,272.314514
2014-01-27,278.627563,271.141388
2014-01-28,278.082825,270.782715
2014-01-29,277.449524,269.964386
2014-01-30,277.758881,269.641510
2014-01-31,280.393097,271.775391
2014-02-01,282.007019,273.299500
2014-02-02,283.163239,276.925720
2014-02-03,283.883606,278.197083
2014-02-04,283.165955,277.877930
2014-02-05,282.000977,276.581818
2014-02-06,283.199951,275.746490
2014-02-07,281.274658,273.709442
2014-02-08,279.865479,274.540405
2014-02-09,281.868713,276.109314
2014-02-10,280.405121,273.256531
2014-02-11,279.015625,273.410095
2014-02-12,279.823151,273.069031
2014-02-13,281.599915,277.319092
2014-02-14,281.883667,274.922485
2014-02-15,282.625153,272.907928
2014-02-16,282.298279,273.413971
2014-02-17,282.545105,273.196564
2014-02-18,283.663055,274.863068
2014-02-19,284.067322,273.527618
2014-02-20,283.547516,274.055511
2014-02-21,284.487030,274.360107
2014-02-22,284.072540,274.947662
2014-02-23,285.574127,277.269073
2014-02-24,286.181854,278.027222
2014-02-25,286.667542,278.599731
2014-02-26,286.669525,277.997467
2014-02-27,285.066681,274.385437
2014-02-28,285.070374,274.154907
2014-03-01,285.133484,274.702301
2014-03-02,286.789948,275.350952
2014-03-03,287.346405,275.579041
2014-03-04,286.939301,277.897064
2014-03-05,284.891541,276.993073
2014-03-06,283.417511,275.349152
2014-03-07,286.556885,277.255188
2014-03-08,286.649597,276.036652
2014-03-09,286.265778,280.110992
2014-03-10,286.675873,278.567444
2014-03-11,286.603638,281.119202
2014-03-12,287.717926,281.045929
2014-03-13,287.809692,280.732452
2014-03-14,287.314148,277.670074
2014-03-15,285.112946,278.427582
2014-03-16,286.424927,280.713959
2014-03-17,283.649750,279.107788
2014-03-18,286.141571,278.630219
2014-03-19,285.061676,278.005157
2014-03-20,286.297241,278.811462
2014-03-21,285.967499,277.927490
2014-03-22,283.292755,277.422699
2014-03-23,285.334534,277.602142
2014-03-24,285.540070,278.309235
2014-03-25,285.687103,279.781494
2014-03-26,286.835144,277.888519
2014-03-27,287.496002,277.946808
2014-03-28,291.172119,279.492035
2014-03-29,292.471649,279.845398
2014-03-30,292.470306,281.651947
2014-03-31,291.284607,280.334595
2014-04-01,287.718018,278.195526
2014-04-02,291.798981,280.837646
2014-04-03,291.626007,282.084991
2014-04-04,291.516846,281.333679
2014-04-05,288.095764,279.990112
2014-04-06,287.573181,281.258240
2014-04-07,288.529114,279.298584
2014-04-08,288.263092,278.791931
2014-04-09,287.321411,277.461243
2014-04-10,284.588776,277.007202
2014-04-11,284.073517,278.564758
2014-04-12,285.835114,277.434296
2014-04-13,285.751465,276.781311
2014-04-14,287.291016,277.403320
2014-04-15,289.820984,280.126343
2014-04-16,289.918182,281.837585
2014-04-17,289.415039,281.352997
2014-04-18,289.971436,280.404602
2014-04-19,289.865875,282.507141
2014-04-20,289.191040,278.529510
2014-04-21,289.643921,279.200287
2014-04-22,290.514648,282.880737
2014-04-23,290.374237,281.727509
2014-04-24,287.567627,277.824097
2014-04-25,286.969208,279.275696
2014-04-26,288.283905,277.728363
2014-04-27,290.373688,279.200531
2014-04-28,291.180542,280.738190
2014-04-29,291.307190,280.930267
2014-04-30,289.284302,279.305786
2014-05-01,286.391144,277.764282
2014-05-02,289.508911,278.977692
2014-05-03,293.103119,281.091614
2014-05-04,287.937561,282.345062
2014-05-05,289.514557,282.506226
2014-05-06,287.410675,279.676361
2014-05-07,287.830597,278.393677
2014-05-08,290.962067,279.095703
2014-05-09,293.642517,282.654999
2014-05-10,293.776398,282.059387
2014-05-11,291.992645,282.679260
2014-05-12,292.594543,279.960876
2014-05-13,292.760498,280.122437
2014-05-14,295.700836,281.535706
2014-05-15,299.250061,286.059265
2014-05-16,298.289124,286.622559
2014-05-17,292.886414,285.092377
2014-05-18,293.816437,284.766785
2014-05-19,293.976288,282.612518
2014-05-20,293.707489,285.018341
2014-05-21,292.081848,282.359558
2014-05-22,292.159058,284.274353
2014-05-23,287.976227,283.044708
2014-05-24,287.021698,280.175934
2014-05-25,287.720642,281.689514
2014-05-26,287.555878,280.513855
2014-05-27,289.569580,279.953247
2014-05-28,292.087494,283.750946
2014-05-29,292.243103,284.566986
2014-05-30,292.703247,283.780060
2014-05-31,294.214905,282.461212
2014-06-01,297.272308,283.994537
2014-06-02,297.766846,286.123352
2014-06-03,297.116425,286.901215
2014-06-04,290.108337,284.250519
2014-06-05,290.769440,283.944733
2014-06-06,292.849579,282.863800
2014-06-07,294.135345,285.174194
2014-06-08,293.955200,285.289276
2014-06-09,291.304260,282.653564
2014-06-10,288.495209,280.426086
2014-06-11,293.446167,281.170319
2014-06-12,296.477509,285.397888
2014-06-13,297.930450,287.757416
2014-06-14,298.986755,288.470551
2014-06-15,296.864105,290.367676
2014-06-16,296.720245,283.051788
2014-06-17,291.304779,278.984406
2014-06-18,292.844452,280.206238
2014-06-19,293.303741,282.094849
2014-06-20,295.442932,284.113373
2014-06-21,296.560699,286.500000
2014-06-22,296.828522,286.983032
2014-06-23,295.509979,286.801270
2014-06-24,294.416077,285.420837
2014-06-25,295.207001,286.148010
2014-06-26,296.708649,286.737946
2014-06-27,296.607300,286.539398
2014-06-28,298.238556,287.412354
2014-06-29,301.943298,288.920746
2014-06-30,303.227417,290.940735
2014-07-01,303.764740,290.755280
2014-07-02,304.132904,290.062195
2014-07-03,303.933014,290.258362
2014-07-04,301.853607,289.023926
2014-07-05,293.371704,288.229401
2014-07-06,292.292816,286.322845
2014-07-07,293.291840,286.318939
2014-07-08,294.337708,285.534363
2014-07-09,295.075623,286.374084
2014-07-10,296.449982,284.353302
2014-07-11,299.406067,285.877808
2014-07-12,300.689575,287.810455
2014-07-13,301.489410,287.919128
2014-07-14,302.300293,289.139984
2014-07-15,303.510284,290.681763
2014-07-16,297.911499,288.549500
2014-07-17,297.363983,286.221222
2014-07-18,298.210785,286.012573
2014-07-19,298.416809,287.277496
2014-07-20,298.908783,286.901886
2014-07-21,299.392700,287.404602
2014-07-22,300.388702,286.456909
2014-07-23,303.458252,288.379486
2014-07-24,305.920166,291.597595
2014-07-25,305.893311,293.723480
2014-07-26,298.529144,290.155609
2014-07-27,299.637390,289.399048
2014-07-28,301.177094,289.238647
2014-07-29,301.519318,288.428162
2014-07-30,301.022278,289.150146
2014-07-31,301.415436,290.030609
2014-08-01,299.270752,287.992981
2014-08-02,297.139343,287.833435
2014-08-03,295.843689,284.722015
2014-08-04,290.005707,286.419342
2014-08-05,292.909760,287.396820
2014-08-06,298.162567,285.812531
2014-08-07,299.477142,288.034424
2014-08-08,299.421112,289.751068
2014-08-09,299.333008,288.125122
2014-08-10,298.746490,290.502594
2014-08-11,300.289001,289.611664
2014-08-12,300.588287,290.572418
2014-08-13,297.556122,287.480865
2014-08-14,299.906830,286.783386
2014-08-15,302.460175,290.407349
2014-08-16,302.720032,290.259430
2014-08-17,302.470825,290.879791
2014-08-18,301.815674,290.957428
2014-08-19,298.924622,289.352417
2014-08-20,297.956940,285.762543
2014-08-21,297.593903,288.913605
2014-08-22,295.606079,288.705872
2014-08-23,295.846222,288.814178
2014-08-24,295.268463,287.823883
2014-08-25,295.760986,284.575745
2014-08-26,297.035736,285.356110
2014-08-27,297.323730,289.161438
2014-08-28,296.014069,289.352997
2014-08-29,293.317657,286.254700
2014-08-30,293.598846,285.945587
2014-08-31,294.360229,284.110107
2014-09-01,295.726715,285.772217
2014-09-02,296.122711,285.744385
2014-09-03,295.403992,286.626251
2014-09-04,293.818878,283.004669
2014-09-05,292.649170,282.693115
2014-09-06,292.958557,282.421265
2014-09-07,292.823700,284.310303
2014-09-08,292.441284,285.774017
2014-09-09,293.593170,281.402710
2014-09-10,294.156799,286.533051
2014-09-11,292.811615,285.098267
2014-09-12,292.658966,282.044556
2014-09-13,296.909851,285.645386
2014-09-14,298.558868,284.456390
2014-09-15,297.563843,284.949036
2014-09-16,291.087067,280.124664
2014-09-17,293.113281,279.272919
2014-09-18,293.782593,280.328369
2014-09-19,292.756561,282.288361
2014-09-20,292.656586,281.209625
2014-09-21,292.945038,281.500641
2014-09-22,292.649963,283.232819
2014-09-23,289.829468,281.198578
2014-09-24,287.193359,278.671844
2014-09-25,287.109833,277.852631
2014-09-26,284.328125,276.680695
2014-09-27,286.082672,276.341461
2014-09-28,282.821045,275.599274
2014-09-29,285.100586,273.574982
2014-09-30,287.312531,275.023529
2014-10-01,287.519226,278.573364
2014-10-02,288.713623,278.435822
2014-10-03,289.029724,276.493164
2014-10-04,290.507507,278.753174
2014-10-05,290.677277,279.331299
2014-10-06,290.745026,280.221619
2014-10-07,291.427368,279.501617
2014-10-08,291.267548,279.452271
2014-10-09,290.016754,279.707214
2014-10-10,293.821167,279.486755
2014-10-11,294.080719,283.281830
2014-10-12,286.803558,281.766235
2014-10-13,286.249054,282.654846
2014-10-14,287.814545,280.243164
2014-10-15,287.519623,278.523163
2014-10-16,287.036926,279.784027
2014-10-17,286.814331,282.379181
2014-10-18,289.008331,283.981354
2014-10-19,289.015259,283.869415
2014-10-20,288.299438,280.133484
2014-10-21,285.429413,281.607758
2014-10-22,287.265045,281.433411
2014-10-23,286.996063,278.777954
2014-10-24,285.873688,277.331024
2014-10-25,285.756805,277.052490
2014-10-26,286.287872,278.651154
2014-10-27,286.319580,277.654816
2014-10-28,285.174530,276.302856
2014-10-29,285.138123,277.306183
2014-10-30,285.127350,277.485931
2014-10-31,286.343384,279.247009
2014-11-01,287.539886,278.985291
